"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"0500000US37025","Cabarrus County, North Carolina","35467","2190","19315","1953","2314","44568","2100","63883","4.4","1.9","2.0","6.4","4.5","11.0","1.3","2.2","5.1","1.4","2.4","1.3","11.6","3.6","1.6","2.2","15.5","4.4","2.1","5.8","1.9","8.3","1.8","9.7","14.8","4.8","2.1","7.1","2.4","9.7","2.2","11.2","22.9","5.0","3.5","17.5","3.2","17.6","3.0","19.5","17.7","2.6","4.8","15.9","3.4","18.4","2.9","18.3","12.5","2.0","4.4","2.3","3.4","18.1","2.8","15.9","11.6","2.0","15.3","2.7","18.6","3.3","1.9","1.4","1.1","5.7","1.5","4.0","7.1","1.9","0.2","0.4","2.5","0.9","0.8","2.3","1.7","1.8","1.2","3.1","48666","1942","59631","5209","32534","4816","5238","70068","4198","72544","3144","63311","N","N","5405","40234","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)",
"0500000US37027","Caldwell County, North Carolina","N","N","9621","1587","1799","21423","1491","31044","5.6","2.8","2.6","9.3","6.8","21.0","N","N","12.2","3.0","6.9","3.3","25.4","7.1","N","N","19.7","8.9","N","N","3.3","13.6","3.5","15.4","10.6","5.2","N","N","3.6","11.9","2.7","11.9","11.7","5.4","N","N","3.4","15.9","2.9","14.6","19.3","3.2","4.4","7.9","N","N","4.2","23.7","10.8","2.7","3.3","2.9","N","N","3.4","13.4","4.4","1.6","6.0","2.2","N","N","0.4","0.7","0.8","1.6","1.1","1.1","N","N","0.0","2.0","1.4","1.5","1.1","1.0","2.0","0.0","N","N","36050","3790","46497","6074","16394","3653","7995","51928","4917","54314","3761","45872","N","N","3215","23892","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.0","(X)",
"0500000US37031","Carteret County, North Carolina","N","N","11214","1440","1603","17142","1819","28356","3.4","2.2","2.6","7.6","6.1","14.5","N","N","6.3","2.5","1.8","1.4","13.2","5.6","N","N","25.5","7.8","N","N","5.0","13.7","4.5","18.2","11.4","4.6","N","N","3.7","10.4","2.7","9.6","16.0","4.6","N","N","4.6","16.4","3.6","16.7","17.3","3.0","4.2","11.5","N","N","4.2","20.1","10.6","2.5","2.8","2.5","N","N","4.0","14.8","9.2","2.5","13.7","3.7","N","N","2.6","2.3","1.6","3.0","1.6","2.8","N","N","2.0","3.1","2.6","1.6","1.0","1.8","0.7","0.5","N","N","40614","4630","54094","8536","23575","3362","7919","64813","6301","67336","4474","54899","N","N","5650","33977","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.2","(X)",
"0500000US37035","Catawba County, North Carolina","28437","1953","20663","1863","2248","38356","1697","59019","5.0","2.0","1.8","7.1","3.5","12.4","1.4","2.1","7.5","1.8","3.9","1.9","15.4","4.0","0.7","0.8","17.6","4.6","2.5","8.2","2.2","10.6","2.3","13.1","13.4","3.8","2.8","11.5","2.8","15.1","2.4","14.6","22.0","5.5","3.6","17.4","3.0","16.7","2.8","18.6","18.6","2.4","3.2","12.1","3.5","25.1","3.0","21.5","9.2","1.7","4.7","2.8","3.1","14.1","2.4","11.6","7.1","1.4","9.4","1.9","12.4","2.4","2.0","1.3","1.1","3.0","1.6","1.9","4.0","2.2","0.0","0.9","3.2","1.3","0.9","2.2","0.6","0.3","1.7","4.4","41244","2393","48855","2913","27325","3284","3775","58163","4435","62617","3447","53648","N","N","4325","35213","24.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","(X)",
"0500000US37045","Cleveland County, North Carolina","N","N","11278","1394","1465","25930","1448","37208","6.6","2.5","2.9","13.3","7.1","29.2","N","N","7.5","1.8","4.8","2.0","13.7","3.9","N","N","18.7","6.1","N","N","3.6","12.9","3.0","14.3","12.2","4.8","N","N","2.8","9.5","2.5","10.7","10.0","5.0","N","N","3.6","18.7","2.6","15.0","21.2","3.5","4.0","10.0","N","N","4.4","24.7","11.5","2.9","5.0","3.9","N","N","3.4","13.9","3.8","1.9","5.4","2.7","N","N","0.0","1.7","0.9","1.4","1.3","0.9","N","N","0.0","1.7","2.0","1.2","0.9","1.8","1.4","1.3","N","N","38282","3034","47557","3527","17382","4176","3226","53166","4373","56137","3441","48384","N","N","5323","29095","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)",
"0500000US37049","Craven County, North Carolina","N","N","12397","1589","1727","27720","1443","40117","6.9","3.2","3.1","11.3","6.4","22.1","N","N","7.4","2.3","3.9","1.7","15.7","6.1","N","N","15.8","4.7","N","N","2.5","9.4","2.2","11.2","11.4","5.2","N","N","3.8","15.5","3.0","14.3","16.8","5.8","N","N","3.4","17.5","2.9","17.6","17.3","3.1","5.4","10.8","N","N","4.2","20.8","8.4","2.2","4.7","3.1","N","N","2.9","10.6","8.0","2.4","9.1","2.6","N","N","1.6","1.6","0.7","1.3","0.9","1.0","N","N","0.6","1.0","4.9","2.2","1.5","3.5","0.8","0.5","N","N","40218","4060","46848","3908","22650","5692","5841","55959","8496","66309","6614","58543","N","N","13625","38209","28.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.0","(X)",
"0500000US37051","Cumberland County, North Carolina","48878","2690","40314","3110","3290","77932","3829","118246","8.2","1.4","1.5","9.6","3.5","14.7","0.8","1.5","5.2","1.1","2.6","0.8","10.2","2.8","0.8","1.6","12.2","2.5","1.7","6.8","1.9","10.8","1.5","11.2","16.1","2.9","1.7","8.6","1.5","11.2","1.4","12.6","18.6","3.3","2.5","17.4","2.0","18.5","1.9","19.0","18.4","1.7","3.4","15.0","2.5","23.0","1.9","20.0","10.5","1.6","7.8","2.7","2.6","15.8","2.0","11.9","9.4","1.5","11.7","1.9","17.2","3.0","3.7","1.8","0.6","2.8","0.8","2.4","4.4","1.2","1.5","1.1","2.4","0.7","0.5","1.7","0.3","0.2","1.1","3.7","43205","1762","49050","2011","31754","3160","4073","64441","2824","63125","2098","56168","N","N","3260","40386","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","(X)",
"0500000US37057","Davidson County, North Carolina","33011","2054","20616","1884","2057","44701","1658","65317","5.6","2.0","2.1","10.3","5.3","21.2","1.2","1.4","8.4","1.8","4.8","1.8","17.1","3.8","2.2","3.8","20.6","4.9","2.7","9.8","2.8","12.6","2.4","15.3","10.2","3.5","2.9","10.5","2.7","11.5","2.0","10.9","14.9","4.2","3.2","13.4","3.2","15.3","2.8","14.9","19.1","2.8","3.6","12.8","4.0","24.2","3.4","21.6","11.4","2.2","2.5","1.5","3.7","19.7","2.9","15.4","8.1","1.8","11.0","2.5","14.3","3.3","0.6","0.7","0.7","1.7","1.0","1.2","2.3","1.3","0.0","0.9","0.6","0.4","0.3","0.4","0.9","0.0","0.5","0.7","39660","2493","50317","4719","20613","1884","3979","60722","3133","57818","2484","48561","N","N","2398","26973","33.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.2","(X)",
"0500000US37063","Durham County, North Carolina","41342","2676","43862","2792","2848","63490","2738","107352","7.4","2.1","1.5","9.6","2.4","13.2","0.8","0.8","4.9","1.2","2.9","1.3","8.3","2.3","1.2","1.1","15.6","2.8","2.0","5.6","2.1","9.2","1.5","11.2","12.2","2.7","2.3","8.7","2.3","11.0","1.6","10.6","18.3","3.0","2.7","10.9","2.6","12.8","1.9","15.4","17.9","1.6","2.8","16.5","3.5","19.6","2.7","16.9","12.2","1.5","8.8","2.3","3.0","17.9","2.1","14.5","12.0","1.6","16.7","2.3","22.8","3.2","4.9","1.9","1.0","5.1","1.4","3.5","7.3","2.2","1.4","1.0","3.5","0.9","0.7","2.6","0.6","0.9","1.4","5.3","47401","2321","60991","5116","36075","5502","4734","80537","3476","73773","2836","63330","N","N","3951","45502","23.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"0500000US37067","Forsyth County, North Carolina","61515","3177","50084","2720","3015","87693","2884","137777","6.1","1.4","1.4","9.0","2.7","14.5","0.9","1.6","6.0","1.0","3.5","1.0","11.0","2.5","0.9","1.7","19.9","2.5","1.3","4.4","1.5","7.4","1.3","11.4","18.0","2.9","1.9","8.3","1.9","11.3","1.4","13.2","16.7","2.4","1.9","12.3","1.8","13.9","1.5","15.4","18.9","1.7","2.4","11.5","2.6","25.0","2.3","22.4","12.1","1.3","5.2","1.3","2.3","19.8","1.8","15.5","7.2","1.0","10.2","1.3","13.3","2.0","2.0","1.0","0.7","4.8","1.0","3.3","6.6","1.3","0.8","0.6","5.0","1.1","0.7","3.4","0.3","0.3","1.5","7.0","43537","2561","57964","2675","26868","1432","2733","71543","3860","76804","2557","61890","N","N","1995","34225","24.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.5","(X)",
"0500000US37071","Gaston County, North Carolina","37364","2210","24864","2183","2174","53749","2090","78613","8.0","2.2","2.4","11.6","5.4","19.7","1.9","4.0","6.8","1.4","4.8","1.7","12.1","3.0","1.4","2.5","20.2","4.1","2.3","7.4","2.5","11.3","2.3","14.3","16.2","4.4","2.4","11.3","2.2","12.5","1.9","13.4","13.6","3.8","3.1","14.4","2.5","15.4","1.9","14.8","19.1","2.3","3.7","14.6","3.5","24.6","2.9","20.9","9.6","1.4","2.0","1.0","2.8","16.4","2.0","13.2","7.0","1.2","9.3","1.5","12.9","2.3","1.2","0.9","0.5","2.0","0.7","1.5","2.9","1.1","0.0","0.8","2.5","1.1","0.8","1.9","0.6","0.5","1.5","3.5","39054","2499","47828","3011","23502","3859","3488","57855","3789","59907","3226","51494","N","N","4810","31972","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)",
"0500000US37081","Guilford County, North Carolina","81378","3371","72376","3336","3739","119317","3775","191693","6.4","1.0","0.9","8.3","2.0","12.4","0.6","1.4","6.4","0.8","4.2","0.9","9.8","1.7","0.7","2.1","21.2","2.7","1.2","5.6","1.5","10.3","1.3","14.3","17.3","2.7","1.5","8.6","1.4","10.7","1.4","12.9","16.8","2.6","1.9","13.7","1.7","14.7","1.4","15.6","18.3","1.4","2.0","13.8","2.3","23.8","1.8","20.5","9.6","1.1","4.5","1.3","1.9","15.6","1.4","12.2","8.7","1.2","12.0","1.7","17.0","2.2","3.1","1.2","0.7","4.9","1.0","3.2","6.7","1.4","0.6","0.6","4.2","0.7","0.5","2.9","0.4","0.6","1.0","5.5","42090","1146","54255","2773","28511","1759","2770","66964","3294","72266","2291","59357","N","N","2294","36820","26.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)",
"0500000US37085","Harnett County, North Carolina","21103","1767","10024","1609","1806","28607","1785","38631","5.9","2.0","1.8","8.0","4.0","15.0","1.2","1.5","8.7","2.0","3.8","1.4","22.4","6.2","1.1","2.5","15.2","3.7","3.1","8.8","2.8","11.8","2.1","12.6","15.8","4.9","5.0","12.4","4.2","15.5","3.4","15.3","15.5","5.3","3.5","14.7","2.9","14.0","2.5","14.8","15.9","2.7","3.2","8.1","4.5","22.1","3.4","18.6","13.2","2.2","1.9","1.6","3.2","20.7","2.7","16.9","9.0","2.3","10.3","2.9","13.2","3.8","5.0","3.2","0.6","1.9","0.9","1.4","2.6","1.2","0.0","1.9","1.2","0.7","0.6","1.2","1.5","1.2","0.9","1.5","39584","3886","47945","5781","23002","4479","6023","61208","3889","57480","3128","51341","N","N","4033","32677","36.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.5","(X)",
"0500000US37089","Henderson County, North Carolina","N","N","15909","1891","2151","29483","1944","45392","3.3","1.4","1.9","7.6","4.9","15.4","N","N","8.4","2.8","5.8","3.3","14.3","6.3","N","N","18.4","4.9","N","N","3.5","9.4","2.8","11.7","13.9","4.3","N","N","2.8","11.3","2.5","13.3","16.6","5.8","N","N","3.0","12.4","2.4","13.9","20.7","3.2","4.2","12.2","N","N","4.2","25.9","10.7","2.5","3.5","1.8","N","N","3.6","14.3","9.5","2.3","11.9","3.0","N","N","4.7","2.5","1.0","2.8","1.4","2.2","N","N","0.5","0.7","2.9","1.5","1.0","2.1","0.9","0.5","N","N","43105","3319","55567","4756","25829","4393","5154","60131","6458","69127","4470","57826","N","N","4046","35072","26.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.8","(X)",
"0500000US37097","Iredell County, North Carolina","N","N","17019","1873","2014","41794","1844","58813","5.8","2.6","2.3","9.3","5.8","18.0","N","N","6.2","1.9","2.6","1.4","15.3","5.4","N","N","18.9","5.0","N","N","1.9","7.3","2.0","10.8","9.0","3.2","N","N","2.9","13.9","2.1","11.6","17.8","5.8","N","N","2.6","15.0","2.4","16.1","16.5","2.8","3.9","8.9","N","N","3.6","19.5","14.4","2.5","5.9","2.7","N","N","3.3","17.2","9.5","1.8","11.5","2.3","N","N","4.5","2.4","1.1","4.9","1.6","3.6","N","N","0.7","0.8","2.4","1.1","0.9","1.9","1.1","0.9","N","N","45714","3026","54438","5460","24168","3868","4923","62834","7620","72497","6431","63517","N","N","10068","39961","30.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)",
"0500000US37101","Johnston County, North Carolina","34693","2193","13697","1591","2243","46752","1805","60449","4.0","1.4","1.4","5.4","4.3","12.6","0.7","0.8","7.3","1.7","5.4","2.0","15.4","4.0","1.3","2.0","19.9","4.7","2.4","7.7","2.3","11.2","2.3","13.4","18.2","5.8","2.6","8.7","2.6","11.1","2.1","12.4","13.8","5.5","3.5","14.7","3.1","15.8","3.0","15.3","19.1","2.7","5.3","12.2","3.7","24.5","3.0","20.3","13.2","2.1","5.0","2.6","3.3","19.7","2.5","15.5","10.4","1.8","12.5","2.3","16.4","3.1","2.4","1.8","0.9","2.7","1.1","2.2","3.6","1.5","0.5","0.8","1.4","0.7","0.5","1.1","1.4","0.0","0.8","1.7","45988","2351","52383","4688","26108","3460","3781","67633","2819","61871","2479","55936","N","N","3931","33039","24.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.5","(X)",
"0500000US37109","Lincoln County, North Carolina","N","N","8315","1220","1282","21089","1118","29404","4.8","2.5","1.8","5.0","5.3","12.7","N","N","5.9","2.1","3.2","1.8","9.5","5.4","N","N","16.7","6.3","N","N","3.7","12.2","3.4","13.4","16.2","6.4","N","N","3.9","13.6","3.1","14.4","23.8","6.6","N","N","3.8","17.5","3.1","19.6","18.5","3.3","6.5","16.3","N","N","4.1","19.4","8.0","2.5","2.8","2.7","N","N","2.8","9.0","9.7","2.4","12.7","3.3","N","N","1.9","3.0","1.5","4.8","2.0","3.6","N","N","0.0","2.3","2.7","1.5","1.1","2.0","2.3","0.0","N","N","42456","3813","48298","5574","29817","5635","5531","58828","5064","64401","3937","56804","N","N","3888","33947","23.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","(X)",
"0500000US37119","Mecklenburg County, North Carolina","150845","4614","135249","5353","5089","221378","3986","356627","5.7","0.8","0.7","7.0","1.5","10.4","0.6","1.5","5.2","0.6","3.7","0.6","7.9","1.2","0.6","1.7","14.7","1.6","1.1","5.1","1.2","8.9","1.0","10.8","14.3","1.7","0.8","5.5","0.7","7.9","0.7","10.0","17.1","1.7","1.5","11.5","1.3","14.0","1.0","14.8","19.9","1.0","1.7","18.2","1.8","22.0","1.4","19.9","10.6","0.8","7.2","1.1","1.5","14.6","1.1","12.1","11.3","0.8","13.0","1.2","17.6","1.7","7.2","1.2","0.6","7.0","0.9","5.1","9.9","1.3","1.9","0.6","7.7","0.8","0.6","5.2","0.5","1.2","1.1","10.6","52188","1240","61464","2128","37040","1617","3252","78192","3503","89112","2363","74656","111836","4912","1960","48391","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.4","(X)",
"0500000US37125","Moore County, North Carolina","N","N","12258","1578","1672","25576","1376","37834","9.0","3.6","2.8","9.4","4.5","10.6","N","N","6.8","1.9","3.0","1.3","14.8","4.3","N","N","27.6","6.8","N","N","2.7","8.2","2.6","14.6","12.3","4.0","N","N","2.7","8.2","2.4","9.3","10.6","4.2","N","N","3.0","11.5","2.6","11.2","19.8","3.4","4.5","12.7","N","N","4.4","22.8","11.8","2.4","3.5","3.0","N","N","3.4","15.7","9.5","2.3","12.4","3.4","N","N","3.3","2.0","1.3","3.1","1.6","2.9","N","N","2.5","2.6","6.1","2.2","1.6","4.8","1.9","2.0","N","N","47692","5869","59854","6999","23833","2698","6528","69585","6770","78354","5271","65715","N","N","5582","38939","39.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.9","(X)",
"0500000US37127","Nash County, North Carolina","N","N","13589","1493","1860","25217","1318","38806","4.4","2.0","2.1","7.4","5.2","15.4","N","N","8.9","2.4","3.3","1.7","19.4","6.2","N","N","19.9","5.8","N","N","2.9","9.0","3.1","12.7","17.5","5.5","N","N","3.6","12.4","2.9","13.8","12.3","4.4","N","N","3.6","13.2","3.0","13.4","19.7","3.5","4.3","10.7","N","N","4.2","23.4","12.3","3.0","1.9","1.6","N","N","4.4","18.2","7.5","1.8","10.0","2.7","N","N","2.4","2.1","1.0","3.4","1.6","2.2","N","N","0.0","1.4","2.7","1.3","1.0","1.9","0.8","0.5","N","N","42967","4618","58562","3461","21460","3407","4207","69425","5144","68032","3695","55200","N","N","3607","29973","32.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)",
"0500000US37129","New Hanover County, North Carolina","36536","2581","36700","2299","2748","48246","2594","84946","4.9","1.5","1.8","10.5","3.7","18.0","1.1","1.5","5.0","1.3","3.0","1.6","8.3","2.4","1.0","1.5","17.1","2.9","2.0","5.1","2.1","7.7","1.9","11.4","14.5","2.9","2.4","6.1","2.3","8.3","1.9","11.2","18.3","3.6","2.3","10.1","2.7","13.1","2.2","15.2","17.9","2.3","3.1","14.2","3.3","20.8","2.8","20.4","11.3","1.5","5.0","1.8","3.0","20.0","2.4","15.7","11.1","1.5","17.4","2.4","22.4","2.9","2.8","1.5","1.0","4.6","1.6","3.1","6.1","2.0","0.9","0.7","4.9","1.5","0.9","3.2","1.0","1.0","2.0","6.3","46130","2960","66224","2136","28216","3404","4311","79830","4986","81562","3073","63093","N","N","3737","37696","24.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)",
"0500000US37133","Onslow County, North Carolina","32596","2268","16154","2000","2282","44088","2042","60242","6.0","1.8","2.0","8.0","4.7","15.0","1.1","1.4","4.0","1.4","3.9","1.7","5.7","2.4","0.7","0.9","16.8","4.3","2.2","7.4","2.3","10.4","2.0","11.7","15.7","4.6","3.5","13.6","2.9","13.5","2.4","14.2","20.8","6.2","3.6","21.1","3.2","20.1","3.1","20.6","21.6","2.4","5.5","18.5","3.8","25.1","3.1","22.6","9.7","2.1","3.1","2.4","3.3","14.0","2.5","11.1","6.8","1.4","8.6","1.9","11.5","2.6","1.8","1.5","0.8","2.3","0.9","2.3","3.2","1.2","2.2","1.7","1.5","0.8","0.6","1.2","0.7","0.4","1.1","1.9","41787","1598","45875","3342","32333","3815","7350","55436","2883","56122","2505","52360","N","N","4942","39409","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7","(X)",
"0500000US37135","Orange County, North Carolina","N","N","20659","1949","1843","30088","1935","50747","2.8","1.8","2.7","10.8","5.7","22.9","N","N","5.7","1.7","4.5","2.3","7.8","2.7","N","N","14.7","4.8","N","N","3.0","8.6","2.4","10.5","16.1","4.3","N","N","2.7","7.0","2.4","10.8","15.9","4.6","N","N","3.0","11.8","2.9","13.9","11.5","2.0","2.8","8.8","N","N","3.0","13.2","10.8","2.1","8.7","3.0","N","N","2.7","12.1","11.9","2.3","16.6","3.5","N","N","4.6","2.2","1.2","8.6","2.1","5.1","N","N","0.0","0.9","14.8","2.9","1.7","9.0","0.7","0.6","N","N","48207","3875","80117","7542","26782","2804","7994","93252","8410","110362","5233","80410","N","N","3911","35552","22.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.2","(X)",
"0500000US37147","Pitt County, North Carolina","24935","1953","26909","2100","2265","36914","2294","63823","6.9","2.2","2.3","13.3","3.9","22.1","0.7","0.8","7.8","1.8","4.0","2.1","13.2","3.6","1.6","2.3","18.2","4.1","2.3","5.1","2.7","10.6","2.4","13.2","12.4","3.0","3.1","8.3","3.0","10.4","1.8","11.2","13.9","3.7","2.8","10.7","2.6","11.9","2.3","13.1","16.0","2.4","3.5","10.7","4.4","23.8","3.5","19.7","10.1","2.0","3.8","1.8","4.4","19.8","3.2","15.1","9.1","1.5","13.0","2.6","17.6","3.5","3.1","1.8","1.2","5.0","2.1","3.0","6.9","3.0","0.3","0.5","3.5","1.3","1.1","3.1","1.9","2.3","1.7","4.7","39222","2243","55048","6390","22452","3215","6603","73570","5908","71759","3906","56585","N","N","4301","34187","39.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)",
"0500000US37151","Randolph County, North Carolina","30412","2021","14914","1559","1709","39622","1470","54536","4.9","2.0","2.2","9.9","5.7","23.4","1.8","2.5","8.8","2.1","6.6","2.5","17.4","5.0","1.6","3.0","15.7","3.5","2.9","8.0","2.8","10.2","2.3","11.7","12.8","4.9","3.4","14.0","3.1","16.4","2.6","15.5","16.0","4.6","3.8","16.4","3.4","15.6","2.7","16.0","20.1","2.9","4.3","11.3","4.3","27.2","3.8","23.1","11.1","2.3","3.0","2.0","3.6","17.2","2.9","14.1","5.2","1.5","7.0","2.1","8.9","2.7","0.0","1.3","0.4","0.8","0.5","0.6","1.1","0.7","0.0","1.3","1.4","0.7","0.5","1.1","0.7","0.4","0.9","1.6","38267","3289","44633","5284","18312","4003","4021","54244","3061","54446","2302","47356","N","N","3434","27114","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.2","(X)",
