"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US34023","Middlesex County, New Jersey","307831","1897","3.8","0.6","2.7","0.6","5.4","0.8","5.5","0.7","8.4","1.0","12.3","1.0","12.1","0.8","21.1","1.1","12.4","1.0","16.3","1.0","99427","2714","122336","2768","40.2","(X)","(X)","(X)","(X)","(X)","221322","4046","2.2","0.5","0.9","0.5","2.9","0.7","4.6","0.9","7.9","1.2","10.6","1.2","12.4","1.2","23.0","1.4","14.8","1.2","20.6","1.4","114682","3987","140001","3812","(X)","(X)","41.7","(X)","(X)","(X)","170497","4524","0.9","0.4","0.6","0.3","1.6","0.5","3.3","0.9","5.7","1.1","8.9","1.2","11.9","1.2","24.2","1.8","17.5","1.5","25.6","1.7","133454","4840","157889","4279","(X)","(X)","(X)","(X)","(X)","(X)","86509","4092","9.2","1.5","7.3","1.9","13.7","2.3","7.8","1.5","10.9","1.9","17.8","2.2","12.0","2.0","12.1","2.0","5.5","1.7","3.6","1.0","50942","3537","68752","4935","(X)","(X)","(X)","(X)","33.6","(X)",
"0500000US34025","Monmouth County, New Jersey","250738","2780","4.1","0.8","2.9","0.6","5.1","0.8","5.0","0.7","7.3","1.0","11.3","1.1","10.2","1.1","17.7","1.2","13.2","1.1","23.1","1.4","108000","3828","150041","5625","40.9","(X)","(X)","(X)","(X)","(X)","172608","3986","2.2","0.6","0.9","0.4","2.8","0.8","2.9","0.8","5.3","0.9","9.3","1.2","9.8","1.4","20.5","1.6","16.6","1.6","29.8","1.9","140606","5967","180669","7724","(X)","(X)","42.5","(X)","(X)","(X)","137264","4696","1.2","0.6","0.4","0.3","1.8","0.7","1.9","0.6","4.5","1.0","7.4","1.2","9.3","1.4","20.4","1.8","19.2","1.9","33.9","2.2","155507","3948","N","N","(X)","(X)","(X)","(X)","(X)","(X)","78130","4213","8.5","1.9","7.7","1.9","10.5","1.8","10.3","1.9","11.6","2.1","16.7","2.3","10.9","1.9","12.6","2.4","5.0","1.2","6.1","1.5","51985","4618","76570","5841","(X)","(X)","(X)","(X)","36.3","(X)",
"0500000US34027","Morris County, New Jersey","192847","2063","2.5","0.6","1.7","0.7","3.7","0.7","3.8","0.7","6.4","1.0","11.0","1.2","12.1","1.3","18.0","1.5","12.8","1.2","27.9","1.7","122962","5545","169210","6384","38.5","(X)","(X)","(X)","(X)","(X)","136531","3158","1.3","0.6","1.1","0.5","1.6","0.7","2.3","0.7","5.0","1.1","9.8","1.6","10.9","1.3","18.2","1.6","14.4","1.4","35.4","2.1","149276","7938","197878","8422","(X)","(X)","39.6","(X)","(X)","(X)","114074","3666","0.9","0.4","0.7","0.4","1.1","0.6","1.9","0.7","3.7","1.1","7.7","1.5","10.0","1.4","18.3","1.8","16.1","1.6","39.7","2.2","166520","4357","N","N","(X)","(X)","(X)","(X)","(X)","(X)","56316","3270","6.7","1.8","3.2","1.6","8.4","2.0","7.6","1.9","11.1","2.4","16.0","2.5","14.5","2.8","16.3","3.0","7.2","1.9","8.9","2.3","69995","7467","92237","7473","(X)","(X)","(X)","(X)","35.4","(X)",
"0500000US34029","Ocean County, New Jersey","240736","3262","4.7","0.9","2.7","0.6","6.8","1.2","7.6","0.9","10.8","1.0","16.8","1.4","13.0","1.5","16.4","1.5","10.1","1.0","11.0","1.3","75719","2252","103672","3863","41.1","(X)","(X)","(X)","(X)","(X)","161507","4098","2.2","0.7","1.1","0.4","3.3","1.1","4.9","0.9","9.5","1.4","16.2","1.6","14.9","1.6","20.0","1.9","13.5","1.6","14.4","1.8","95637","4177","123666","4814","(X)","(X)","44.9","(X)","(X)","(X)","127404","3943","1.1","0.6","0.3","0.2","2.8","1.1","4.2","1.0","7.9","1.4","15.4","1.7","14.5","1.8","21.0","2.0","15.4","1.8","17.3","2.0","105752","5461","N","N","(X)","(X)","(X)","(X)","(X)","(X)","79229","3997","10.0","2.0","6.1","1.6","14.0","2.6","13.5","2.0","14.7","2.0","18.4","2.2","9.8","2.2","8.2","1.7","2.2","0.8","3.1","1.2","41223","3179","58460","4807","(X)","(X)","(X)","(X)","32.8","(X)",
"0500000US34031","Passaic County, New Jersey","177063","1586","5.7","1.0","5.0","0.9","7.0","1.0","7.2","1.1","9.8","1.3","15.1","1.5","12.4","1.7","16.3","1.7","10.2","1.2","11.4","1.1","75430","3925","101235","3314","47.4","(X)","(X)","(X)","(X)","(X)","127192","3445","4.3","0.8","3.5","0.8","5.4","1.2","6.3","1.1","9.9","1.5","13.8","1.8","13.9","1.9","17.2","1.7","11.9","1.5","13.7","1.5","84922","3331","112105","4471","(X)","(X)","49.4","(X)","(X)","(X)","83086","3865","2.8","1.0","1.7","0.8","3.2","1.1","3.6","1.3","7.8","1.9","11.1","1.9","13.8","2.5","20.6","2.3","15.9","2.1","19.6","2.3","117119","6682","137255","6437","(X)","(X)","(X)","(X)","(X)","(X)","49871","3101","11.9","2.9","10.0","2.5","11.0","2.1","12.0","2.7","9.6","2.5","16.6","3.4","8.5","2.5","12.8","2.9","3.3","1.3","4.2","1.7","41778","2623","63232","5202","(X)","(X)","(X)","(X)","39.2","(X)",
"0500000US34033","Salem County, New Jersey","24973","886","6.0","2.6","3.6","1.5","6.0","2.4","9.5","3.0","9.2","2.4","19.1","3.2","12.6","2.6","18.9","3.4","9.4","2.4","5.7","2.2","69886","6120","85382","5851","39.3","(X)","(X)","(X)","(X)","(X)","15388","1021","5.5","3.1","0.9","1.0","1.2","0.9","7.7","3.4","8.8","3.5","18.2","3.8","12.8","3.0","22.2","4.1","14.3","3.8","8.5","3.5","90085","13784","102952","8285","(X)","(X)","42.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","109994","10658","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9585","1150","8.2","5.5","7.8","3.4","12.5","5.6","13.6","6.1","12.1","4.0","20.9","5.7","10.9","5.2","12.6","5.3","0.4","0.5","1.1","1.2","45161","10180","53736","6250","(X)","(X)","(X)","(X)","32.4","(X)",
"0500000US34035","Somerset County, New Jersey","130939","1059","2.5","0.9","1.7","0.6","3.3","0.8","3.0","0.9","7.1","1.6","11.2","1.7","11.7","1.7","18.4","2.1","12.0","1.6","29.0","1.7","124764","7503","174056","7819","35.6","(X)","(X)","(X)","(X)","(X)","94502","2640","1.1","0.5","0.4","0.3","2.2","0.9","1.0","0.6","5.2","1.4","9.6","2.0","10.5","2.0","19.4","2.4","13.3","1.8","37.1","2.3","151694","10288","202989","10991","(X)","(X)","37.0","(X)","(X)","(X)","79318","3065","0.7","0.5","0.1","0.1","2.0","0.9","0.8","0.6","4.0","1.3","7.5","2.0","9.1","1.9","20.8","2.7","13.6","1.9","41.3","2.7","168943","8874","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36437","2515","6.6","2.7","4.9","2.2","6.8","2.2","8.2","2.6","11.6","3.4","16.0","3.1","15.4","3.4","15.5","3.9","8.0","2.9","6.9","2.0","69637","8068","96351","11203","(X)","(X)","(X)","(X)","31.3","(X)",
"0500000US34037","Sussex County, New Jersey","58767","1022","2.3","0.9","1.8","0.7","4.5","1.1","4.7","1.2","7.0","1.6","15.5","2.4","14.4","2.1","21.7","2.5","12.1","2.2","16.2","2.5","99904","3512","125682","7831","36.2","(X)","(X)","(X)","(X)","(X)","42199","1433","1.3","0.6","0.6","0.5","2.3","1.2","3.5","1.4","5.0","1.7","13.0","2.5","14.4","2.9","25.7","3.1","13.9","2.6","20.3","3.0","119694","8921","142652","9808","(X)","(X)","39.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","129594","7224","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16568","1422","4.7","2.7","4.7","2.5","10.2","3.3","8.9","2.5","14.5","3.8","23.5","4.9","12.0","4.2","11.8","3.4","5.1","2.0","4.7","2.5","60175","8831","76091","9213","(X)","(X)","(X)","(X)","27.6","(X)",
"0500000US34039","Union County, New Jersey","201392","1846","3.9","0.7","3.3","0.8","5.4","0.8","6.7","1.0","8.8","1.1","14.9","1.3","11.9","1.2","17.3","1.5","10.9","1.2","17.0","1.2","86764","4121","127804","4290","41.1","(X)","(X)","(X)","(X)","(X)","142293","3789","2.7","0.7","1.0","0.5","3.7","0.8","5.6","1.1","8.1","1.3","12.3","1.3","12.7","1.5","19.7","1.8","12.9","1.5","21.3","1.5","109582","4191","148138","5223","(X)","(X)","42.9","(X)","(X)","(X)","99576","3954","1.2","0.7","0.6","0.4","2.0","0.6","4.1","1.1","6.3","1.4","10.6","1.5","12.4","1.9","20.5","2.2","14.6","1.8","27.7","2.1","129910","6250","175161","7385","(X)","(X)","(X)","(X)","(X)","(X)","59099","3734","8.7","2.1","9.0","2.6","10.0","2.3","10.4","2.4","10.9","2.3","19.4","2.9","10.1","2.3","12.7","2.3","4.2","1.3","4.5","1.6","51604","5294","71320","6475","(X)","(X)","(X)","(X)","33.6","(X)",
"0500000US34041","Warren County, New Jersey","46353","386","6.6","2.4","3.3","1.4","5.5","2.1","6.5","2.2","11.1","2.7","13.2","2.5","12.3","2.4","21.3","3.2","9.2","2.2","10.9","2.0","81159","9469","103239","7135","40.3","(X)","(X)","(X)","(X)","(X)","30912","1851","4.4","2.1","1.8","1.3","5.3","2.8","5.3","2.6","5.5","1.7","12.9","3.1","13.1","3.1","24.5","3.9","12.5","3.3","14.8","2.9","103591","5816","122493","9777","(X)","(X)","40.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116943","10454","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15441","1898","11.5","5.1","5.9","3.0","7.7","3.9","7.5","2.7","22.9","6.5","14.9","5.0","12.6","4.5","13.3","5.1","1.4","1.3","2.3","2.3","46478","5139","61123","9192","(X)","(X)","(X)","(X)","39.7","(X)",
"0500000US35001","Bernalillo County, New Mexico","285185","2283","8.0","1.0","4.4","0.7","8.4","1.1","8.5","1.1","12.9","1.2","16.7","1.3","11.6","1.1","15.9","1.4","6.4","0.8","7.4","0.8","59640","2514","84497","3101","35.0","(X)","(X)","(X)","(X)","(X)","168846","4707","5.0","1.1","3.2","1.0","4.9","1.1","7.0","1.4","10.8","1.6","16.1","1.7","13.1","1.4","20.5","2.0","8.8","1.3","10.6","1.3","81258","4123","102788","4711","(X)","(X)","36.5","(X)","(X)","(X)","114194","4880","2.6","0.9","2.5","1.2","2.5","0.9","5.2","1.4","8.4","1.4","14.7","1.9","14.2","1.7","23.6","2.3","11.8","1.8","14.6","1.8","99942","6094","122217","6517","(X)","(X)","(X)","(X)","(X)","(X)","116339","4616","13.4","2.2","7.0","1.5","13.4","2.1","11.1","2.0","15.7","2.0","17.0","2.2","8.9","1.8","9.1","1.6","2.5","0.7","1.9","0.7","40252","3067","54016","3428","(X)","(X)","(X)","(X)","30.4","(X)",
"0500000US35013","Doña Ana County, New Mexico","85021","1855","11.3","2.3","4.6","1.8","12.4","2.7","10.5","2.4","14.7","2.9","15.8","2.5","9.0","2.0","13.1","2.3","4.7","1.7","4.0","1.1","45178","5238","66893","4324","27.8","(X)","(X)","(X)","(X)","(X)","54176","3060","6.5","2.3","2.9","1.7","10.6","2.8","10.0","2.5","15.4","3.5","15.5","2.8","10.0","2.0","17.3","3.5","7.1","2.6","4.7","1.6","53166","4307","77952","6182","(X)","(X)","28.3","(X)","(X)","(X)","35956","3509","2.5","1.6","3.1","2.1","6.9","3.3","6.2","2.6","14.4","4.2","15.5","4.0","11.6","2.7","23.3","4.6","10.0","3.6","6.5","2.1","77831","14141","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30845","3154","20.5","4.7","8.0","4.4","16.3","4.9","10.8","4.2","12.8","5.0","16.5","5.8","6.3","3.4","6.1","2.6","0.2","0.3","2.5","1.6","29441","5978","45636","6432","(X)","(X)","(X)","(X)","26.1","(X)",
"0500000US35025","Lea County, New Mexico","24390","1576","12.9","5.5","3.2","1.8","11.0","3.8","10.9","4.1","10.5","3.8","19.9","5.3","10.7","3.9","12.3","4.5","4.5","2.1","4.2","2.3","50725","3328","67092","9167","43.7","(X)","(X)","(X)","(X)","(X)","17179","1674","12.8","7.2","0.7","0.7","10.1","5.1","9.0","4.5","11.4","5.1","17.2","6.2","14.4","5.4","13.2","5.5","6.4","2.9","4.9","3.1","58084","11081","75422","12374","(X)","(X)","46.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","68164","13434","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7211","1409","13.2","7.0","9.2","6.7","15.0","6.9","13.4","9.8","12.3","6.1","25.4","9.7","3.1","3.3","8.5","7.6","0.0","2.8","0.0","2.8","34350","13361","41734","8460","(X)","(X)","(X)","(X)","34.7","(X)",
"0500000US35031","McKinley County, New Mexico","20949","597","16.8","3.6","8.8","3.3","12.5","3.3","6.5","1.9","12.4","3.0","18.6","4.6","9.2","3.0","9.0","3.3","3.0","1.9","3.1","1.8","41643","4272","54563","6053","59.3","(X)","(X)","(X)","(X)","(X)","14019","1292","12.1","3.6","5.0","3.4","12.6","4.0","6.7","2.7","13.7","3.7","20.6","5.4","12.0","4.1","10.4","4.2","4.4","3.0","2.4","2.0","49722","6572","58497","5814","(X)","(X)","68.3","(X)","(X)","(X)","6016","1075","3.4","2.1","4.3","5.0","7.6","3.6","3.5","1.9","16.3","6.7","22.4","6.8","17.9","7.4","15.3","8.1","4.2","2.8","5.2","4.8","61742","11589","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6930","1106","30.6","7.0","16.4","7.2","11.9","6.0","4.9","2.8","9.7","4.9","14.0","8.2","4.9","4.3","4.5","4.6","1.2","1.7","1.9","1.9","17343","8746","39604","13129","(X)","(X)","(X)","(X)","38.5","(X)",
"0500000US35035","Otero County, New Mexico","24034","1534","6.9","3.3","6.4","3.1","9.4","3.7","9.0","3.3","16.2","4.7","20.0","4.9","13.0","4.2","11.4","4.2","4.9","2.2","2.7","1.9","51214","5917","68070","7030","31.8","(X)","(X)","(X)","(X)","(X)","16624","1881","6.1","3.9","5.3","3.7","10.0","4.8","5.7","3.3","13.3","5.3","19.7","4.7","15.5","5.7","14.0","5.5","6.9","3.2","3.4","2.5","61757","7555","75773","8997","(X)","(X)","36.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80930","20566","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7410","1428","12.3","7.2","8.2","5.2","10.7","6.9","14.7","6.5","19.9","8.9","20.5","9.3","6.7","4.1","5.5","4.7","1.1","1.3","0.5","0.8","38525","7486","48217","9614","(X)","(X)","(X)","(X)","21.6","(X)",
"0500000US35043","Sandoval County, New Mexico","56655","912","4.5","1.6","2.4","1.1","4.0","1.3","6.5","1.7","14.8","2.5","19.5","3.3","13.2","2.4","19.7","2.8","8.5","2.0","7.0","1.8","72151","4732","93607","6660","36.2","(X)","(X)","(X)","(X)","(X)","41530","2254","3.7","1.9","0.9","0.8","1.7","0.9","6.8","2.1","13.4","2.9","19.2","3.3","13.9","3.1","22.4","3.7","10.4","2.8","7.7","2.1","80737","5824","101414","7171","(X)","(X)","36.7","(X)","(X)","(X)","31908","2459","2.2","1.8","1.0","1.0","1.7","1.2","3.1","1.3","10.6","3.7","18.8","3.9","14.4","3.7","25.6","3.9","12.7","3.3","9.8","2.7","93942","8226","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15125","2285","7.6","3.4","6.5","3.1","10.4","4.7","9.2","4.1","18.1","6.1","24.7","7.8","5.9","3.3","9.4","5.9","3.9","2.5","4.4","3.0","48970","5544","67401","13312","(X)","(X)","(X)","(X)","30.7","(X)",
"0500000US35045","San Juan County, New Mexico","40844","1195","11.9","2.5","5.5","1.9","11.8","2.6","10.3","2.8","12.2","2.7","15.4","3.5","12.9","2.8","11.5","2.3","3.8","1.6","4.7","2.0","47819","5967","66912","6191","45.7","(X)","(X)","(X)","(X)","(X)","27958","1956","9.8","3.3","4.4","2.0","10.7","3.1","7.5","2.7","14.5","4.2","15.2","4.0","14.6","3.3","13.2","2.7","5.2","2.1","4.9","2.5","54472","6496","72267","6906","(X)","(X)","45.1","(X)","(X)","(X)","16502","1853","2.2","1.3","2.2","2.1","10.8","4.6","4.8","2.2","13.5","5.0","14.0","4.5","20.1","5.6","18.2","4.1","6.4","3.3","7.6","4.0","76356","4430","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12886","1852","21.7","5.8","8.6","4.6","16.5","6.5","14.6","4.7","10.4","4.1","9.8","4.3","9.0","4.2","5.0","3.0","1.6","1.7","2.8","2.4","26997","5856","46675","10166","(X)","(X)","(X)","(X)","44.2","(X)",
"0500000US35049","Santa Fe County, New Mexico","70152","1723","7.5","1.7","2.7","1.1","7.0","1.6","9.0","1.7","10.7","2.4","18.7","2.5","11.8","2.2","14.2","2.1","8.4","1.7","9.9","1.5","67341","3973","96595","6383","34.5","(X)","(X)","(X)","(X)","(X)","41246","2353","3.9","2.0","2.0","1.6","6.2","2.1","6.2","1.8","8.3","2.5","19.3","3.6","12.8","2.8","17.8","3.3","10.3","2.4","13.2","2.1","85272","7074","114008","7976","(X)","(X)","39.4","(X)","(X)","(X)","30279","1874","1.4","1.0","0.5","0.5","5.5","2.6","4.8","1.6","6.8","2.7","15.3","3.6","14.8","3.7","20.1","3.6","13.5","3.2","17.3","2.6","101151","6130","133876","9607","(X)","(X)","(X)","(X)","(X)","(X)","28906","2537","12.6","3.4","3.6","1.6","8.9","2.4","13.4","2.9","14.4","3.7","21.1","4.3","8.9","2.4","7.9","2.3","4.1","2.0","5.1","2.1","48094","6036","68015","9526","(X)","(X)","(X)","(X)","27.2","(X)",
"0500000US35061","Valencia County, New Mexico","28875","912","6.8","3.4","6.6","3.0","12.5","4.0","10.6","4.4","16.8","4.4","18.3","4.4","11.3","2.7","11.2","3.3","3.2","2.6","2.8","1.8","48188","4944","62974","7583","32.7","(X)","(X)","(X)","(X)","(X)","18847","1837","6.5","3.8","3.4","3.0","7.9","3.8","11.2","5.8","19.5","6.5","17.9","5.0","11.6","3.8","15.6","4.6","3.7","3.6","2.5","1.7","51637","5957","66672","8596","(X)","(X)","38.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72968","12529","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10028","1588","12.6","6.8","10.4","4.8","21.5","8.3","10.1","5.5","12.4","6.1","18.0","7.3","8.3","5.1","1.2","1.5","2.2","3.0","3.3","4.8","31127","10147","51678","17547","(X)","(X)","(X)","(X)","19.2","(X)",
"0500000US36001","Albany County, New York","132171","2699","5.4","1.0","4.2","1.3","6.1","1.4","6.1","1.4","11.5","1.6","16.5","2.0","15.8","2.0","16.5","1.8","8.2","1.4","9.8","1.3","75232","4462","96849","4092","38.5","(X)","(X)","(X)","(X)","(X)","72209","3133","3.0","1.7","1.2","0.7","3.0","1.3","5.5","2.0","8.6","1.9","12.3","1.9","16.9","2.7","21.3","2.5","12.9","2.1","15.3","2.2","99133","7255","123800","6865","(X)","(X)","41.5","(X)","(X)","(X)","53562","2995","0.8","0.7","0.2","0.2","1.5","0.9","2.3","1.0","6.4","1.8","9.8","2.1","18.0","3.1","25.1","3.0","16.2","2.7","19.8","2.8","121396","8461","145826","7881","(X)","(X)","(X)","(X)","(X)","(X)","59962","3557","9.2","2.0","7.8","2.7","10.7","2.6","8.2","2.3","15.2","2.8","20.7","3.2","14.5","3.0","9.4","2.2","1.4","0.8","2.9","1.3","48706","4563","60323","4680","(X)","(X)","(X)","(X)","33.5","(X)",
"0500000US36005","Bronx County, New York","533004","2823","13.3","1.1","8.4","0.9","10.8","0.9","10.0","1.0","13.6","1.0","15.4","1.2","10.2","0.8","10.3","0.9","4.1","0.6","4.0","0.6","43011","1723","62502","1865","50.5","(X)","(X)","(X)","(X)","(X)","341285","7818","9.7","1.2","6.2","1.0","9.1","1.0","9.9","1.2","14.7","1.5","17.5","1.5","10.6","1.1","12.8","1.2","4.9","0.8","4.6","0.8","50523","2211","69881","2592","(X)","(X)","54.7","(X)","(X)","(X)","141993","6993","4.4","1.0","2.9","1.1","5.6","1.2","6.7","1.5","13.2","2.1","18.4","2.1","13.8","1.9","18.5","2.2","8.6","1.5","8.0","1.5","72749","4836","94628","4124","(X)","(X)","(X)","(X)","(X)","(X)","191719","7989","22.2","2.2","13.9","1.6","14.6","1.6","10.9","1.7","10.3","1.5","12.0","1.4","8.0","1.4","5.1","1.1","1.5","0.5","1.6","0.6","24314","2445","42045","2971","(X)","(X)","(X)","(X)","40.4","(X)",
"0500000US36007","Broome County, New York","84452","1853","6.7","1.6","4.9","1.5","10.3","1.6","8.5","1.8","15.0","2.3","16.2","2.5","12.8","2.0","14.5","2.3","4.8","1.1","6.3","1.3","55591","4192","76910","3909","39.4","(X)","(X)","(X)","(X)","(X)","47159","2754","2.2","1.2","1.5","1.1","7.2","2.0","7.7","2.0","12.9","2.5","18.1","3.1","14.3","2.4","20.1","3.2","6.0","1.7","9.9","2.3","75364","5906","97250","7309","(X)","(X)","39.1","(X)","(X)","(X)","34237","2314","1.0","0.9","1.0","0.7","4.0","2.0","3.8","1.7","9.7","2.6","18.2","3.4","15.5","2.5","25.7","4.1","7.7","2.3","13.3","3.0","93363","7796","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37293","2819","13.2","3.6","9.6","3.2","14.6","2.6","11.4","3.3","17.4","3.8","14.5","3.2","8.4","2.1","7.4","2.3","2.2","1.4","1.3","0.8","35710","3742","47251","3811","(X)","(X)","(X)","(X)","38.9","(X)",
"0500000US36009","Cattaraugus County, New York","32562","1111","7.5","1.7","6.3","1.5","10.1","2.0","8.9","2.1","13.7","2.2","18.5","2.6","13.6","2.4","15.8","2.2","3.5","1.0","2.2","0.9","55153","5032","66515","3088","36.4","(X)","(X)","(X)","(X)","(X)","19211","1017","3.2","1.5","3.5","1.7","4.6","1.5","7.2","2.4","12.2","2.3","22.1","3.2","18.3","3.4","19.8","3.1","5.3","1.5","3.6","1.5","72546","4981","82273","4689","(X)","(X)","38.7","(X)","(X)","(X)","13647","922","1.6","1.1","1.8","1.3","3.3","1.5","5.3","2.0","9.2","2.5","22.5","4.4","20.0","3.9","25.0","4.1","6.5","2.0","4.8","2.2","81400","6646","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13351","1137","14.2","3.4","12.3","3.5","18.2","4.5","13.0","4.2","16.4","4.5","13.0","3.6","5.8","2.0","6.5","2.8","0.4","0.4","0.1","0.2","28741","3400","38667","3398","(X)","(X)","(X)","(X)","32.1","(X)",
"0500000US36011","Cayuga County, New York","32392","1168","6.0","2.0","3.9","1.8","10.9","2.7","7.2","1.8","11.0","1.9","19.6","2.7","13.2","2.3","17.2","2.5","6.7","1.7","4.3","1.4","63511","3995","83460","8816","40.6","(X)","(X)","(X)","(X)","(X)","20448","1171","5.1","2.2","3.2","1.8","8.0","2.8","5.7","1.9","8.4","2.3","17.8","3.5","16.4","3.3","21.2","3.5","9.3","2.6","5.1","1.9","78378","6214","96374","12872","(X)","(X)","42.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93315","5197","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11944","1294","10.8","4.1","5.8","3.6","18.3","5.8","10.3","3.5","16.4","5.1","18.7","4.4","7.9","3.3","7.1","3.8","1.7","1.2","2.9","1.8","38255","4261","53773","7943","(X)","(X)","(X)","(X)","34.4","(X)",
"0500000US36013","Chautauqua County, New York","53309","1824","8.5","1.7","5.7","1.5","12.2","2.2","12.2","2.2","14.0","2.2","17.3","1.9","11.7","1.9","12.7","1.8","3.0","1.0","2.7","1.1","46661","3313","62775","3593","33.7","(X)","(X)","(X)","(X)","(X)","29975","1661","5.2","2.2","2.4","1.0","5.3","1.9","7.9","2.5","12.6","2.9","22.6","3.1","14.5","2.7","19.2","2.5","5.8","1.9","4.3","1.8","68015","4133","82723","6816","(X)","(X)","35.4","(X)","(X)","(X)","21219","1383","1.2","0.8","1.3","0.9","3.0","1.5","6.0","1.9","10.6","2.8","22.8","3.8","17.6","3.7","24.6","3.4","6.7","2.2","6.1","2.5","79322","3903","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23334","1881","15.0","3.3","10.1","3.1","20.2","4.2","17.8","3.2","16.6","3.5","9.3","2.4","7.6","2.6","3.5","2.3","0.0","0.8","0.0","0.8","27719","3120","34312","2863","(X)","(X)","(X)","(X)","30.8","(X)",
